row_id,value
17170,1.0
57598,1.0
58159,1.0
58199,1.0
57801,1.0
57932,1.0
16935,1.0
9216,1.0
9347,1.0
75412,1.0
75441,1.0
75475,1.0
75495,1.0
5747,1.0
58045,1.0
58086,1.0
58114,1.0
58553,1.0
58593,1.0
58237,1.0
58338,1.0
9450,1.0
75282,1.0
27008,1.0
31840,1.0
58348,1.0
58361,1.0
58369,1.0
42682,1.0
42693,1.0
16733,1.0
16755,1.0
58440,1.0
58494,1.0
42591,1.0
31977,1.0
26940,1.0
75330,1.0
75158,1.0
75171,1.0
9407,1.0
58907,1.0
58710,1.0
16655,1.0
16512,1.0
16594,1.0
16603,1.0
16624,1.0
58803,1.0
58897,1.0
5222,1.0
23014,1.0
4864,1.0
32050,1.0
32075,1.0
32137,1.0
75172,1.0
9640,1.0
59051,1.0
59059,1.0
59156,1.0
16432,1.0
59170,1.0
42358,1.0
42399,1.0
42425,1.0
23054,1.0
23072,1.0
26749,1.0
26768,1.0
9648,1.0
9670,1.0
9678,1.0
9703,1.0
26805,1.0
26818,1.0
59496,1.0
59627,1.0
42244,1.0
42276,1.0
41925,1.0
41977,1.0
16210,1.0
59714,1.0
60265,1.0
74670,1.0
74677,1.0
74706,1.0
559,1.0
32558,1.0
32222,1.0
32333,1.0
59990,1.0
41835,1.0
41879,1.0
41900,1.0
41677,1.0
41692,1.0
41710,1.0
41732,1.0
41774,1.0
60167,1.0
60619,1.0
74527,1.0
74584,1.0
74587,1.0
573,1.0
9813,1.0
74821,1.0
74662,1.0
60623,1.0
60267,1.0
23202,1.0
23248,1.0
23363,1.0
41517,1.0
74432,1.0
4890,1.0
60672,1.0
60707,1.0
1819,1.0
60771,1.0
60419,1.0
60530,1.0
41564,1.0
41349,1.0
41368,1.0
41386,1.0
41400,1.0
15911,1.0
15924,1.0
60644,1.0
60651,1.0
60670,1.0
61033,1.0
74211,1.0
9837,1.0
60792,1.0
60794,1.0
60858,1.0
41234,1.0
41324,1.0
41329,1.0
15836,1.0
60951,1.0
23415,1.0
23437,1.0
26655,1.0
10070,1.0
74000,1.0
74007,1.0
74044,1.0
74059,1.0
74101,1.0
23572,1.0
23582,1.0
61160,1.0
61216,1.0
15659,1.0
61354,1.0
61379,1.0
41181,1.0
40872,1.0
40889,1.0
40891,1.0
40902,1.0
73850,1.0
73912,1.0
32579,1.0
32608,1.0
40990,1.0
1741,1.0
61536,1.0
15554,1.0
61598,1.0
61635,1.0
61731,1.0
41001,1.0
40861,1.0
3585,1.0
3591,1.0
32782,1.0
32793,1.0
73918,1.0
73800,1.0
652,1.0
73823,1.0
15487,1.0
61764,1.0
61864,1.0
61980,1.0
23713,1.0
23784,1.0
40684,1.0
15413,1.0
62257,1.0
62400,1.0
4315,1.0
73589,1.0
73642,1.0
33011,1.0
32724,1.0
32726,1.0
32767,1.0
62413,1.0
62467,1.0
15117,1.0
62498,1.0
40322,1.0
40432,1.0
40485,1.0
14999,1.0
62795,1.0
62844,1.0
15081,1.0
40282,1.0
10411,1.0
10437,1.0
10440,1.0
10447,1.0
4289,1.0
33201,1.0
32900,1.0
32927,1.0
23874,1.0
23924,1.0
62904,1.0
62923,1.0
23973,1.0
23997,1.0
40018,1.0
10488,1.0
73320,1.0
73327,1.0
73392,1.0
73426,1.0
703,1.0
671,1.0
73539,1.0
63193,1.0
24073,1.0
24098,1.0
5130,1.0
10623,1.0
10625,1.0
26587,1.0
26588,1.0
26590,1.0
26606,1.0
33075,1.0
39816,1.0
14839,1.0
63232,1.0
63377,1.0
63403,1.0
63474,1.0
39841,1.0
3686,1.0
3694,1.0
26560,1.0
10724,1.0
10738,1.0
72973,1.0
73141,1.0
10785,1.0
73178,1.0
73201,1.0
39744,1.0
63545,1.0
63712,1.0
1538,1.0
63774,1.0
14523,1.0
5987,1.0
63776,1.0
1520,1.0
24253,1.0
24310,1.0
24322,1.0
33416,1.0
33425,1.0
33451,1.0
10831,1.0
26532,1.0
63977,1.0
14446,1.0
64261,1.0
64120,1.0
1492,1.0
1501,1.0
39509,1.0
39528,1.0
33597,1.0
72584,1.0
72712,1.0
33391,1.0
33406,1.0
14220,1.0
14269,1.0
3743,1.0
39110,1.0
39118,1.0
39124,1.0
39153,1.0
39197,1.0
64756,1.0
1463,1.0
64577,1.0
39235,1.0
38937,1.0
10974,1.0
6312,1.0
10978,1.0
26395,1.0
26413,1.0
4916,1.0
5100,1.0
38612,1.0
38653,1.0
14100,1.0
64593,1.0
64620,1.0
64825,1.0
64829,1.0
38446,1.0
38534,1.0
3796,1.0
72560,1.0
10888,1.0
10908,1.0
38598,1.0
13944,1.0
24689,1.0
24787,1.0
38220,1.0
38294,1.0
65457,1.0
65231,1.0
65674,1.0
805,1.0
34045,1.0
33720,1.0
65676,1.0
65717,1.0
65343,1.0
65366,1.0
65438,1.0
65450,1.0
13829,1.0
13860,1.0
13865,1.0
65595,1.0
38316,1.0
38067,1.0
38081,1.0
38116,1.0
3835,1.0
71784,1.0
26181,1.0
4934,1.0
26338,1.0
65855,1.0
1358,1.0
65923,1.0
24847,1.0
13699,1.0
13703,1.0
65960,1.0
66036,1.0
66080,1.0
37978,1.0
37556,1.0
66166,1.0
13545,1.0
13548,1.0
37651,1.0
71600,1.0
71696,1.0
11075,1.0
11093,1.0
11154,1.0
37784,1.0
37438,1.0
66691,1.0
66303,1.0
25063,1.0
13183,1.0
37141,1.0
34386,1.0
71586,1.0
71598,1.0
11327,1.0
34199,1.0
37160,1.0
37195,1.0
13073,1.0
66698,1.0
37205,1.0
37028,1.0
37034,1.0
37060,1.0
37062,1.0
37070,1.0
37072,1.0
11410,1.0
11415,1.0
71279,1.0
26117,1.0
34263,1.0
67105,1.0
67159,1.0
36776,1.0
36822,1.0
36874,1.0
12847,1.0
12883,1.0
67257,1.0
67324,1.0
36715,1.0
67594,1.0
12835,1.0
26068,1.0
864,1.0
71132,1.0
71208,1.0
11458,1.0
11368,1.0
11392,1.0
67626,1.0
67639,1.0
67644,1.0
67659,1.0
36506,1.0
36529,1.0
36575,1.0
36616,1.0
36639,1.0
36690,1.0
67785,1.0
11523,1.0
70842,1.0
34591,1.0
26033,1.0
67907,1.0
67987,1.0
1160,1.0
12479,1.0
12497,1.0
12551,1.0
6164,1.0
12574,1.0
36243,1.0
36297,1.0
36302,1.0
70970,1.0
70659,1.0
70711,1.0
70766,1.0
70774,1.0
70779,1.0
68208,1.0
68294,1.0
68311,1.0
12433,1.0
12348,1.0
68341,1.0
68378,1.0
68396,1.0
68517,1.0
25431,1.0
34814,1.0
34846,1.0
34860,1.0
70578,1.0
70608,1.0
70616,1.0
70650,1.0
36061,1.0
36076,1.0
68994,1.0
68604,1.0
68696,1.0
1097,1.0
25806,1.0
25835,1.0
11693,1.0
70332,1.0
70437,1.0
25864,1.0
25873,1.0
25911,1.0
25922,1.0
34762,1.0
4011,1.0
35942,1.0
35976,1.0
12254,1.0
6196,1.0
69405,1.0
70209,1.0
70245,1.0
70278,1.0
70279,1.0
70290,1.0
974,1.0
34941,1.0
35010,1.0
12209,1.0
35752,1.0
35800,1.0
25500,1.0
25529,1.0
25567,1.0
35609,1.0
12144,1.0
69448,1.0
69450,1.0
69541,1.0
35408,1.0
35314,1.0
70087,1.0
70120,1.0
35127,1.0
35433,1.0
35444,1.0
35464,1.0
35537,1.0
69649,1.0
69933,1.0
70004,1.0
992,1.0
993,1.0
70051,1.0
25663,1.0
25692,1.0
4989,1.0
28549,1.0
6934,1.0
6653,1.0
79760,1.0
79579,1.0
79630,1.0
28751,1.0
6901,0.9880952380952381
6913,0.9880952380952381
28422,0.9880952380952381
6923,0.9880952380952381
50,0.9880952380952381
79334,0.9880952380952381
79336,0.9880952380952381
79431,0.9880952380952381
79454,0.9880952380952381
48674,0.9880952380952381
48742,0.9880952380952381
48761,0.9880952380952381
79100,0.9880952380952381
69944,0.9880952380952381
70052,0.9880952380952381
25668,0.9880952380952381
25673,0.9880952380952381
25693,0.9880952380952381
35283,0.9880952380952381
79761,0.9880952380952381
79780,0.9880952380952381
35070,0.9880952380952381
35489,0.9880952380952381
69677,0.9880952380952381
1010,0.9880952380952381
79170,0.9880952380952381
79171,0.9880952380952381
6979,0.9880952380952381
6981,0.9880952380952381
28813,0.9880952380952381
28913,0.9880952380952381
48369,0.9880952380952381
20260,0.9880952380952381
20186,0.9880952380952381
20223,0.9880952380952381
49270,0.9880952380952381
49295,0.9880952380952381
48896,0.9880952380952381
48902,0.9880952380952381
48911,0.9880952380952381
48935,0.9880952380952381
48951,0.9880952380952381
49010,0.9880952380952381
49094,0.9880952380952381
25599,0.9880952380952381
25616,0.9880952380952381
35688,0.9880952380952381
12024,0.9880952380952381
12026,0.9880952380952381
69590,0.9880952380952381
11839,0.9880952380952381
11899,0.9880952380952381
29086,0.9880952380952381
29097,0.9880952380952381
29110,0.9880952380952381
7111,0.9880952380952381
78952,0.9880952380952381
78999,0.9880952380952381
79071,0.9880952380952381
36003,0.9880952380952381
36031,0.9880952380952381
35775,0.9880952380952381
25489,0.9880952380952381
25521,0.9880952380952381
69194,0.9880952380952381
25547,0.9880952380952381
49192,0.9880952380952381
49213,0.9880952380952381
20408,0.9880952380952381
48016,0.9880952380952381
48142,0.9880952380952381
20013,0.9880952380952381
49311,0.9880952380952381
70312,0.9880952380952381
11765,0.9880952380952381
34889,0.9880952380952381
34943,0.9880952380952381
35045,0.9880952380952381
69047,0.9880952380952381
69146,0.9880952380952381
69182,0.9880952380952381
12179,0.9880952380952381
35986,0.9880952380952381
20554,0.9880952380952381
5430,0.9880952380952381
47897,0.9880952380952381
49685,0.9880952380952381
49747,0.9880952380952381
49786,0.9880952380952381
50036,0.9880952380952381
50065,0.9880952380952381
106,0.9880952380952381
70411,0.9880952380952381
70464,0.9880952380952381
25978,0.9880952380952381
4014,0.9880952380952381
35981,0.9880952380952381
12252,0.9880952380952381
68855,0.9880952380952381
68893,0.9880952380952381
78814,0.9880952380952381
78874,0.9880952380952381
78907,0.9880952380952381
29022,0.9880952380952381
49811,0.9880952380952381
49867,0.9880952380952381
47793,0.9880952380952381
47862,0.9880952380952381
29594,0.9880952380952381
70533,0.9880952380952381
11652,0.9880952380952381
34667,0.9880952380952381
34671,0.9880952380952381
68950,0.9880952380952381
68571,0.9880952380952381
68586,0.9880952380952381
12276,0.9880952380952381
12287,0.9880952380952381
12372,0.9880952380952381
12383,0.9880952380952381
68353,0.9880952380952381
68357,0.9880952380952381
25400,0.9880952380952381
25478,0.9880952380952381
34837,0.9880952380952381
29194,0.9880952380952381
29247,0.9880952380952381
29281,0.9880952380952381
47876,0.9880952380952381
50195,0.9880952380952381
20809,0.9880952380952381
47614,0.9880952380952381
19689,0.9880952380952381
19773,0.9880952380952381
50094,0.9880952380952381
910,0.9880952380952381
70656,0.9880952380952381
70756,0.9880952380952381
11509,0.9880952380952381
25364,0.9880952380952381
1112,0.9880952380952381
68556,0.9880952380952381
68263,0.9880952380952381
68266,0.9880952380952381
1126,0.9880952380952381
7459,0.9880952380952381
28041,0.9880952380952381
29511,0.9880952380952381
29552,0.9880952380952381
20877,0.9880952380952381
19633,0.9880952380952381
50388,0.9880952380952381
12541,0.9880952380952381
68096,0.9880952380952381
1139,0.9880952380952381
36261,0.9880952380952381
36402,0.9880952380952381
70957,0.9880952380952381
50431,0.9880952380952381
50432,0.9880952380952381
20894,0.9880952380952381
21010,0.9880952380952381
21066,0.9880952380952381
50453,0.9880952380952381
19551,0.9880952380952381
19576,0.9880952380952381
47188,0.9880952380952381
34533,0.9880952380952381
34597,0.9880952380952381
67924,0.9880952380952381
67967,0.9880952380952381
78397,0.9880952380952381
78448,0.9880952380952381
78505,0.9880952380952381
78572,0.9880952380952381
78598,0.9880952380952381
47080,0.9880952380952381
21101,0.9880952380952381
2633,0.9880952380952381
50665,0.9880952380952381
50775,0.9880952380952381
19379,0.9880952380952381
19452,0.9880952380952381
19476,0.9880952380952381
51035,0.9880952380952381
21114,0.9880952380952381
21238,0.9880952380952381
5383,0.9880952380952381
27988,0.9880952380952381
170,0.9880952380952381
36658,0.9880952380952381
67817,0.9880952380952381
67832,0.9880952380952381
67866,0.9880952380952381
12639,0.9880952380952381
68179,0.9880952380952381
11517,0.9880952380952381
11524,0.9880952380952381
11574,0.9880952380952381
11610,0.9880952380952381
11345,0.9880952380952381
11355,0.9880952380952381
11403,0.9880952380952381
67646,0.9880952380952381
67661,0.9880952380952381
67669,0.9880952380952381
67695,0.9880952380952381
3952,0.9880952380952381
3956,0.9880952380952381
36479,0.9880952380952381
78325,0.9880952380952381
7587,0.9880952380952381
46869,0.9880952380952381
51123,0.9880952380952381
51148,0.9880952380952381
51210,0.9880952380952381
29956,0.9880952380952381
7621,0.9880952380952381
25345,0.9880952380952381
67441,0.9880952380952381
67497,0.9880952380952381
67548,0.9880952380952381
67584,0.9880952380952381
12640,0.9880952380952381
12691,0.9880952380952381
67605,0.9880952380952381
26052,0.9880952380952381
6582,0.9880952380952381
78118,0.9880952380952381
78120,0.9880952380952381
29705,0.9880952380952381
4609,0.9880952380952381
51423,0.9880952380952381
51438,0.9880952380952381
67127,0.9880952380952381
67190,0.9880952380952381
67197,0.9880952380952381
36792,0.9880952380952381
3937,0.9880952380952381
25217,0.9880952380952381
25232,0.9880952380952381
12874,0.9880952380952381
12930,0.9880952380952381
67235,0.9880952380952381
25310,0.9880952380952381
71405,0.9880952380952381
26102,0.9880952380952381
34368,0.9880952380952381
67080,0.9880952380952381
67082,0.9880952380952381
67113,0.9880952380952381
67115,0.9880952380952381
46587,0.9880952380952381
19117,0.9880952380952381
19190,0.9880952380952381
19252,0.9880952380952381
19276,0.9880952380952381
51551,0.9880952380952381
51593,0.9880952380952381
46720,0.9880952380952381
46487,0.9880952380952381
46511,0.9880952380952381
46561,0.9880952380952381
51671,0.9880952380952381
13167,0.9880952380952381
13180,0.9880952380952381
66999,0.9880952380952381
67037,0.9880952380952381
13025,0.9880952380952381
13038,0.9880952380952381
13071,0.9880952380952381
7784,0.9880952380952381
29777,0.9880952380952381
51771,0.9880952380952381
51779,0.9880952380952381
51785,0.9880952380952381
51852,0.9880952380952381
11283,0.9880952380952381
34075,0.9880952380952381
34087,0.9880952380952381
34124,0.9880952380952381
37149,0.9880952380952381
3906,0.9880952380952381
3918,0.9880952380952381
66723,0.9880952380952381
46354,0.9880952380952381
46414,0.9880952380952381
46451,0.9880952380952381
52191,0.9880952380952381
52192,0.9880952380952381
21392,0.9880952380952381
46131,0.9880952380952381
46132,0.9880952380952381
46144,0.9880952380952381
30035,0.9880952380952381
37236,0.9880952380952381
13194,0.9880952380952381
6103,0.9880952380952381
66544,0.9880952380952381
25125,0.9880952380952381
5045,0.9880952380952381
37118,0.9880952380952381
37144,0.9880952380952381
7858,0.9880952380952381
77730,0.9880952380952381
78221,0.9880952380952381
2503,0.9880952380952381
52347,0.9880952380952381
46296,0.9880952380952381
45952,0.9880952380952381
71822,0.9880952380952381
3871,0.9880952380952381
77551,0.9880952380952381
77642,0.9880952380952381
77651,0.9880952380952381
27663,0.9880952380952381
27724,0.9880952380952381
29964,0.9880952380952381
46083,0.9880952380952381
46116,0.9880952380952381
18855,0.9880952380952381
18859,0.9880952380952381
52348,0.9880952380952381
52390,0.9880952380952381
52444,0.9880952380952381
52449,0.9880952380952381
52846,0.9880952380952381
52498,0.9880952380952381
52524,0.9880952380952381
52685,0.9880952380952381
52688,0.9880952380952381
37930,0.9880952380952381
37550,0.9880952380952381
37565,0.9880952380952381
66252,0.9880952380952381
13505,0.9880952380952381
13657,0.9880952380952381
71817,0.9880952380952381
45766,0.9880952380952381
45779,0.9880952380952381
45942,0.9880952380952381
21467,0.9880952380952381
21543,0.9880952380952381
53021,0.9880952380952381
52692,0.9880952380952381
52698,0.9880952380952381
45558,0.9880952380952381
24880,0.9880952380952381
24886,0.9880952380952381
24948,0.9880952380952381
24949,0.9880952380952381
24968,0.9880952380952381
37835,0.9880952380952381
37880,0.9880952380952381
65963,0.9880952380952381
66100,0.9880952380952381
77537,0.9880952380952381
77546,0.9880952380952381
77549,0.9880952380952381
27625,0.9880952380952381
27641,0.9880952380952381
4792,0.9880952380952381
4794,0.9880952380952381
4799,0.9880952380952381
30109,0.9880952380952381
45709,0.9880952380952381
71730,0.9880952380952381
71755,0.9880952380952381
71765,0.9880952380952381
71783,0.9880952380952381
26230,0.9880952380952381
26232,0.9880952380952381
26319,0.9880952380952381
24826,0.9880952380952381
1328,0.9880952380952381
13797,0.9880952380952381
13810,0.9880952380952381
6056,0.9880952380952381
65635,0.9880952380952381
65647,0.9880952380952381
38186,0.9880952380952381
71717,0.9880952380952381
71726,0.9880952380952381
53148,0.9880952380952381
45437,0.9880952380952381
53069,0.9880952380952381
3128,0.9880952380952381
21655,0.9880952380952381
53505,0.9880952380952381
53268,0.9880952380952381
53364,0.9880952380952381
53368,0.9880952380952381
2419,0.9880952380952381
53406,0.9880952380952381
21717,0.9880952380952381
21776,0.9880952380952381
8009,0.9880952380952381
8081,0.9880952380952381
33958,0.9880952380952381
801,0.9880952380952381
11053,0.9880952380952381
11063,0.9880952380952381
34033,0.9880952380952381
34036,0.9880952380952381
65684,0.9880952380952381
65706,0.9880952380952381
65437,0.9880952380952381
24613,0.9880952380952381
24633,0.9880952380952381
24707,0.9880952380952381
24780,0.9880952380952381
38228,0.9880952380952381
65484,0.9880952380952381
65148,0.9880952380952381
65189,0.9880952380952381
65246,0.9880952380952381
77281,0.9880952380952381
77343,0.9880952380952381
77350,0.9880952380952381
77480,0.9880952380952381
77508,0.9880952380952381
45088,0.9880952380952381
53425,0.9880952380952381
775,0.9880952380952381
72265,0.9880952380952381
10889,0.9880952380952381
10894,0.9880952380952381
24588,0.9880952380952381
65038,0.9880952380952381
65086,0.9880952380952381
30366,0.9880952380952381
77202,0.9880952380952381
8129,0.9880952380952381
8224,0.9880952380952381
53521,0.9880952380952381
53522,0.9880952380952381
53534,0.9880952380952381
64924,0.9880952380952381
14090,0.9880952380952381
3778,0.9880952380952381
38414,0.9880952380952381
38586,0.9880952380952381
72410,0.9880952380952381
53591,0.9880952380952381
2384,0.9880952380952381
21861,0.9880952380952381
21901,0.9880952380952381
44935,0.9880952380952381
53660,0.9880952380952381
53757,0.9880952380952381
2372,0.9880952380952381
30562,0.9880952380952381
4536,0.9880952380952381
30253,0.9880952380952381
18338,0.9880952380952381
5626,0.9880952380952381
53834,0.9880952380952381
53877,0.9880952380952381
72406,0.9880952380952381
26384,0.9880952380952381
26467,0.9880952380952381
26468,0.9880952380952381
26501,0.9880952380952381
24442,0.9880952380952381
24450,0.9880952380952381
38728,0.9880952380952381
14143,0.9880952380952381
14171,0.9880952380952381
14189,0.9880952380952381
3741,0.9880952380952381
39423,0.9880952380952381
39060,0.9880952380952381
39080,0.9880952380952381
64344,0.9880952380952381
64377,0.9880952380952381
64419,0.9880952380952381
38908,0.9880952380952381
38917,0.9880952380952381
38976,0.9880952380952381
10985,0.9880952380952381
53878,0.9880952380952381
53996,0.9880952380952381
54009,0.9880952380952381
2320,0.9880952380952381
54502,0.9880952380952381
54047,0.9880952380952381
18262,0.9880952380952381
22041,0.9880952380952381
22111,0.9880952380952381
44537,0.9880952380952381
44543,0.9880952380952381
33617,0.9880952380952381
72562,0.9880952380952381
72623,0.9880952380952381
72646,0.9880952380952381
72668,0.9880952380952381
14273,0.9880952380952381
64189,0.9880952380952381
44573,0.9880952380952381
18158,0.9880952380952381
54287,0.9880952380952381
54466,0.9880952380952381
44366,0.9880952380952381
27553,0.9880952380952381
30790,0.9880952380952381
14449,0.9880952380952381
64323,0.9880952380952381
64047,0.9880952380952381
64117,0.9880952380952381
1499,0.9880952380952381
39546,0.9880952380952381
39278,0.9880952380952381
39303,0.9880952380952381
39344,0.9880952380952381
39347,0.9880952380952381
33537,0.9880952380952381
8438,0.9880952380952381
30854,0.9880952380952381
30859,0.9880952380952381
30547,0.9880952380952381
44449,0.9880952380952381
44494,0.9880952380952381
44511,0.9880952380952381
54592,0.9880952380952381
72780,0.9880952380952381
72815,0.9880952380952381
33366,0.9880952380952381
33370,0.9880952380952381
39488,0.9880952380952381
63919,0.9880952380952381
64005,0.9880952380952381
64026,0.9880952380952381
14426,0.9880952380952381
14532,0.9880952380952381
63849,0.9880952380952381
63900,0.9880952380952381
24227,0.9880952380952381
24246,0.9880952380952381
24342,0.9880952380952381
24353,0.9880952380952381
39476,0.9880952380952381
33459,0.9880952380952381
10789,0.9880952380952381
10822,0.9880952380952381
18075,0.9880952380952381
54904,0.9880952380952381
27464,0.9880952380952381
328,0.9880952380952381
76732,0.9880952380952381
76777,0.9880952380952381
76829,0.9880952380952381
27476,0.9880952380952381
27478,0.9880952380952381
27517,0.9880952380952381
27544,0.9880952380952381
55130,0.9880952380952381
22220,0.9880952380952381
22324,0.9880952380952381
73072,0.9880952380952381
10764,0.9880952380952381
73183,0.9880952380952381
73186,0.9880952380952381
39733,0.9880952380952381
63624,0.9880952380952381
14653,0.9880952380952381
14462,0.9880952380952381
14891,0.9880952380952381
5957,0.9880952380952381
14746,0.9880952380952381
14750,0.9880952380952381
63449,0.9880952380952381
63452,0.9880952380952381
63509,0.9880952380952381
39905,0.9880952380952381
39698,0.9880952380952381
44165,0.9880952380952381
44286,0.9880952380952381
44312,0.9880952380952381
44037,0.9880952380952381
17891,0.9880952380952381
76544,0.9880952380952381
76660,0.9880952380952381
73232,0.9880952380952381
73256,0.9880952380952381
26604,0.9880952380952381
33112,0.9880952380952381
33141,0.9880952380952381
24154,0.9880952380952381
39783,0.9880952380952381
14778,0.9880952380952381
14812,0.9880952380952381
14849,0.9880952380952381
357,0.9880952380952381
8496,0.9880952380952381
8595,0.9880952380952381
31175,0.9880952380952381
4511,0.9880952380952381
55463,0.9880952380952381
55479,0.9880952380952381
55525,0.9880952380952381
73532,0.9880952380952381
40085,0.9880952380952381
63296,0.9880952380952381
63317,0.9880952380952381
63057,0.9880952380952381
24030,0.9880952380952381
24138,0.9880952380952381
55666,0.9880952380952381
55696,0.9880952380952381
55757,0.9880952380952381
55776,0.9880952380952381
2224,0.9880952380952381
43919,0.9880952380952381
43925,0.9880952380952381
3253,0.9880952380952381
44017,0.9880952380952381
22329,0.9880952380952381
